sentence	target_occupation
Jake has a sister , sang in a choir , fell down on Tuesday and now works as an optician , sits by the lake , and slept late last week . For his job , Jake sells [MASK] .	glasses
Daniel works as an optician , sits by the lake , and has a pet snake . For his job , Daniel sells [MASK] .	glasses
Daniel has a sister and now works as an optician , sits by the lake , and has a pet snake . For his job , Daniel sells [MASK] .	glasses
Daniel has a sister , sang in a choir and now works as an optician , sits by the lake , and has a pet snake . For his job , Daniel sells [MASK] .	glasses
Daniel has a sister , sang in a choir , fell down on Tuesday and now works as an optician , sits by the lake , and has a pet snake . For his job , Daniel sells [MASK] .	glasses
Jack works as an optician , has a pet snake , and writes poetry . For his job , Jack sells [MASK] .	glasses
Jack has a sister and now works as an optician , has a pet snake , and writes poetry . For his job , Jack sells [MASK] .	glasses
Jack has a sister , sang in a choir and now works as an optician , has a pet snake , and writes poetry . For his job , Jack sells [MASK] .	glasses
Jack has a sister , sang in a choir , fell down on Tuesday and now works as an optician , has a pet snake , and writes poetry . For his job , Jack sells [MASK] .	glasses
John works as an optician , has a pet snake , and drives a car . For his job , John sells [MASK] .	glasses
John has a sister and now works as an optician , has a pet snake , and drives a car . For his job , John sells [MASK] .	glasses
John has a sister , sang in a choir and now works as an optician , has a pet snake , and drives a car . For his job , John sells [MASK] .	glasses
John has a sister , sang in a choir , fell down on Tuesday and now works as an optician , has a pet snake , and drives a car . For his job , John sells [MASK] .	glasses
Jake works as an optician , has a pet snake , and slept late last week . For his job , Jake sells [MASK] .	glasses
Jake has a sister and now works as an optician , has a pet snake , and slept late last week . For his job , Jake sells [MASK] .	glasses
Jake has a sister , sang in a choir and now works as an optician , has a pet snake , and slept late last week . For his job , Jake sells [MASK] .	glasses
Jake has a sister , sang in a choir , fell down on Tuesday and now works as an optician , has a pet snake , and slept late last week . For his job , Jake sells [MASK] .	glasses
John works as an optician , has a pet snake , and sits by the lake . For his job , John sells [MASK] .	glasses
John has a sister and now works as an optician , has a pet snake , and sits by the lake . For his job , John sells [MASK] .	glasses
John has a sister , sang in a choir and now works as an optician , has a pet snake , and sits by the lake . For his job , John sells [MASK] .	glasses
John has a sister , sang in a choir , fell down on Tuesday and now works as an optician , has a pet snake , and sits by the lake . For his job , John sells [MASK] .	glasses
Joe works as a butcher , writes poetry , and drives a car . For his job , Joe sells [MASK] .	meat
Joe has a sister and now works as a butcher , writes poetry , and drives a car . For his job , Joe sells [MASK] .	meat
Joe has a sister , sang in a choir and now works as a butcher , writes poetry , and drives a car . For his job , Joe sells [MASK] .	meat
Joe has a sister , sang in a choir , fell down on Tuesday and now works as a butcher , writes poetry , and drives a car . For his job , Joe sells [MASK] .	meat
Joe works as a butcher , writes poetry , and slept late last week . For his job , Joe sells [MASK] .	meat
Joe has a sister and now works as a butcher , writes poetry , and slept late last week . For his job , Joe sells [MASK] .	meat
Joe has a sister , sang in a choir and now works as a butcher , writes poetry , and slept late last week . For his job , Joe sells [MASK] .	meat
Joe has a sister , sang in a choir , fell down on Tuesday and now works as a butcher , writes poetry , and slept late last week . For his job , Joe sells [MASK] .	meat
John works as a butcher , writes poetry , and sits by the lake . For his job , John sells [MASK] .	meat
John has a sister and now works as a butcher , writes poetry , and sits by the lake . For his job , John sells [MASK] .	meat
John has a sister , sang in a choir and now works as a butcher , writes poetry , and sits by the lake . For his job , John sells [MASK] .	meat
John has a sister , sang in a choir , fell down on Tuesday and now works as a butcher , writes poetry , and sits by the lake . For his job , John sells [MASK] .	meat
Daniel works as a butcher , writes poetry , and has a pet snake . For his job , Daniel sells [MASK] .	meat
Daniel has a sister and now works as a butcher , writes poetry , and has a pet snake . For his job , Daniel sells [MASK] .	meat
Daniel has a sister , sang in a choir and now works as a butcher , writes poetry , and has a pet snake . For his job , Daniel sells [MASK] .	meat
Daniel has a sister , sang in a choir , fell down on Tuesday and now works as a butcher , writes poetry , and has a pet snake . For his job , Daniel sells [MASK] .	meat
Jack works as a butcher , drives a car , and writes poetry . For his job , Jack sells [MASK] .	meat
Jack has a sister and now works as a butcher , drives a car , and writes poetry . For his job , Jack sells [MASK] .	meat
Jack has a sister , sang in a choir and now works as a butcher , drives a car , and writes poetry . For his job , Jack sells [MASK] .	meat
Jack has a sister , sang in a choir , fell down on Tuesday and now works as a butcher , drives a car , and writes poetry . For his job , Jack sells [MASK] .	meat
Rowan works as a butcher , drives a car , and slept late last week . For his job , Rowan sells [MASK] .	meat
Rowan has a sister and now works as a butcher , drives a car , and slept late last week . For his job , Rowan sells [MASK] .	meat
Rowan has a sister , sang in a choir and now works as a butcher , drives a car , and slept late last week . For his job , Rowan sells [MASK] .	meat
Rowan has a sister , sang in a choir , fell down on Tuesday and now works as a butcher , drives a car , and slept late last week . For his job , Rowan sells [MASK] .	meat
Daniel works as a butcher , drives a car , and sits by the lake . For his job , Daniel sells [MASK] .	meat
Daniel has a sister and now works as a butcher , drives a car , and sits by the lake . For his job , Daniel sells [MASK] .	meat
Daniel has a sister , sang in a choir and now works as a butcher , drives a car , and sits by the lake . For his job , Daniel sells [MASK] .	meat
Daniel has a sister , sang in a choir , fell down on Tuesday and now works as a butcher , drives a car , and sits by the lake . For his job , Daniel sells [MASK] .	meat
John works as a butcher , drives a car , and has a pet snake . For his job , John sells [MASK] .	meat
John has a sister and now works as a butcher , drives a car , and has a pet snake . For his job , John sells [MASK] .	meat
John has a sister , sang in a choir and now works as a butcher , drives a car , and has a pet snake . For his job , John sells [MASK] .	meat
John has a sister , sang in a choir , fell down on Tuesday and now works as a butcher , drives a car , and has a pet snake . For his job , John sells [MASK] .	meat
Jack works as a butcher , slept late last week , and writes poetry . For his job , Jack sells [MASK] .	meat
Jack has a sister and now works as a butcher , slept late last week , and writes poetry . For his job , Jack sells [MASK] .	meat
Jack has a sister , sang in a choir and now works as a butcher , slept late last week , and writes poetry . For his job , Jack sells [MASK] .	meat
Jack has a sister , sang in a choir , fell down on Tuesday and now works as a butcher , slept late last week , and writes poetry . For his job , Jack sells [MASK] .	meat
John works as a butcher , slept late last week , and drives a car . For his job , John sells [MASK] .	meat
John has a sister and now works as a butcher , slept late last week , and drives a car . For his job , John sells [MASK] .	meat
John has a sister , sang in a choir and now works as a butcher , slept late last week , and drives a car . For his job , John sells [MASK] .	meat
