context	ending	target_occupation	attractor_1	attractor_2	attractor_3
Jake has a sister, played basketball, sang in a choir and now lives in Chile, Sebastian lives in Jakarta, Daniel lives in Beijing and Rowan lives in Paris.	The capital of Jake's country is [MASK].	Santiago	Jakarta	Beijing	Paris
Jack lives in Chile, Joe lives in Jakarta, Sebastian lives in Beijing and Daniel lives in Warsaw.	The capital of Jack's country is [MASK].	Santiago	Jakarta	Beijing	Warsaw
Jack has a sister and now lives in Chile, Joe lives in Jakarta, Sebastian lives in Beijing and Daniel lives in Warsaw.	The capital of Jack's country is [MASK].	Santiago	Jakarta	Beijing	Warsaw
Jack has a sister, played basketball and now lives in Chile, Joe lives in Jakarta, Sebastian lives in Beijing and Daniel lives in Warsaw.	The capital of Jack's country is [MASK].	Santiago	Jakarta	Beijing	Warsaw
Jack has a sister, played basketball, sang in a choir and now lives in Chile, Joe lives in Jakarta, Sebastian lives in Beijing and Daniel lives in Warsaw.	The capital of Jack's country is [MASK].	Santiago	Jakarta	Beijing	Warsaw
Rowan lives in Chile, Jake lives in Jakarta, Jack lives in Helsinki and Sebastian lives in Beijing.	The capital of Rowan's country is [MASK].	Santiago	Jakarta	Helsinki	Beijing
Rowan has a sister and now lives in Chile, Jake lives in Jakarta, Jack lives in Helsinki and Sebastian lives in Beijing.	The capital of Rowan's country is [MASK].	Santiago	Jakarta	Helsinki	Beijing
Rowan has a sister, played basketball and now lives in Chile, Jake lives in Jakarta, Jack lives in Helsinki and Sebastian lives in Beijing.	The capital of Rowan's country is [MASK].	Santiago	Jakarta	Helsinki	Beijing
Rowan has a sister, played basketball, sang in a choir and now lives in Chile, Jake lives in Jakarta, Jack lives in Helsinki and Sebastian lives in Beijing.	The capital of Rowan's country is [MASK].	Santiago	Jakarta	Helsinki	Beijing
Daniel lives in Chile, John lives in Jakarta, Rowan lives in Helsinki and Sebastian lives in Paris.	The capital of Daniel's country is [MASK].	Santiago	Jakarta	Helsinki	Paris
Daniel has a sister and now lives in Chile, John lives in Jakarta, Rowan lives in Helsinki and Sebastian lives in Paris.	The capital of Daniel's country is [MASK].	Santiago	Jakarta	Helsinki	Paris
Daniel has a sister, played basketball and now lives in Chile, John lives in Jakarta, Rowan lives in Helsinki and Sebastian lives in Paris.	The capital of Daniel's country is [MASK].	Santiago	Jakarta	Helsinki	Paris
Daniel has a sister, played basketball, sang in a choir and now lives in Chile, John lives in Jakarta, Rowan lives in Helsinki and Sebastian lives in Paris.	The capital of Daniel's country is [MASK].	Santiago	Jakarta	Helsinki	Paris
Joe lives in Chile, Jack lives in Jakarta, Sebastian lives in Helsinki and Daniel lives in Warsaw.	The capital of Joe's country is [MASK].	Santiago	Jakarta	Helsinki	Warsaw
Joe has a sister and now lives in Chile, Jack lives in Jakarta, Sebastian lives in Helsinki and Daniel lives in Warsaw.	The capital of Joe's country is [MASK].	Santiago	Jakarta	Helsinki	Warsaw
Joe has a sister, played basketball and now lives in Chile, Jack lives in Jakarta, Sebastian lives in Helsinki and Daniel lives in Warsaw.	The capital of Joe's country is [MASK].	Santiago	Jakarta	Helsinki	Warsaw
Joe has a sister, played basketball, sang in a choir and now lives in Chile, Jack lives in Jakarta, Sebastian lives in Helsinki and Daniel lives in Warsaw.	The capital of Joe's country is [MASK].	Santiago	Jakarta	Helsinki	Warsaw
Joe lives in Chile, Daniel lives in Jakarta, Sebastian lives in Paris and John lives in Beijing.	The capital of Joe's country is [MASK].	Santiago	Jakarta	Paris	Beijing
Joe has a sister and now lives in Chile, Daniel lives in Jakarta, Sebastian lives in Paris and John lives in Beijing.	The capital of Joe's country is [MASK].	Santiago	Jakarta	Paris	Beijing
Joe has a sister, played basketball and now lives in Chile, Daniel lives in Jakarta, Sebastian lives in Paris and John lives in Beijing.	The capital of Joe's country is [MASK].	Santiago	Jakarta	Paris	Beijing
Joe has a sister, played basketball, sang in a choir and now lives in Chile, Daniel lives in Jakarta, Sebastian lives in Paris and John lives in Beijing.	The capital of Joe's country is [MASK].	Santiago	Jakarta	Paris	Beijing
Sebastian lives in Chile, Jake lives in Jakarta, Daniel lives in Paris and Rowan lives in Helsinki.	The capital of Sebastian's country is [MASK].	Santiago	Jakarta	Paris	Helsinki
Sebastian has a sister and now lives in Chile, Jake lives in Jakarta, Daniel lives in Paris and Rowan lives in Helsinki.	The capital of Sebastian's country is [MASK].	Santiago	Jakarta	Paris	Helsinki
Sebastian has a sister, played basketball and now lives in Chile, Jake lives in Jakarta, Daniel lives in Paris and Rowan lives in Helsinki.	The capital of Sebastian's country is [MASK].	Santiago	Jakarta	Paris	Helsinki
Sebastian has a sister, played basketball, sang in a choir and now lives in Chile, Jake lives in Jakarta, Daniel lives in Paris and Rowan lives in Helsinki.	The capital of Sebastian's country is [MASK].	Santiago	Jakarta	Paris	Helsinki
Jake lives in Chile, Sebastian lives in Jakarta, Rowan lives in Paris and Jack lives in Warsaw.	The capital of Jake's country is [MASK].	Santiago	Jakarta	Paris	Warsaw
Jake has a sister and now lives in Chile, Sebastian lives in Jakarta, Rowan lives in Paris and Jack lives in Warsaw.	The capital of Jake's country is [MASK].	Santiago	Jakarta	Paris	Warsaw
Jake has a sister, played basketball and now lives in Chile, Sebastian lives in Jakarta, Rowan lives in Paris and Jack lives in Warsaw.	The capital of Jake's country is [MASK].	Santiago	Jakarta	Paris	Warsaw
Jake has a sister, played basketball, sang in a choir and now lives in Chile, Sebastian lives in Jakarta, Rowan lives in Paris and Jack lives in Warsaw.	The capital of Jake's country is [MASK].	Santiago	Jakarta	Paris	Warsaw
Jake lives in Chile, Daniel lives in Jakarta, Rowan lives in Warsaw and Sebastian lives in Beijing.	The capital of Jake's country is [MASK].	Santiago	Jakarta	Warsaw	Beijing
Jake has a sister and now lives in Chile, Daniel lives in Jakarta, Rowan lives in Warsaw and Sebastian lives in Beijing.	The capital of Jake's country is [MASK].	Santiago	Jakarta	Warsaw	Beijing
Jake has a sister, played basketball and now lives in Chile, Daniel lives in Jakarta, Rowan lives in Warsaw and Sebastian lives in Beijing.	The capital of Jake's country is [MASK].	Santiago	Jakarta	Warsaw	Beijing
Jake has a sister, played basketball, sang in a choir and now lives in Chile, Daniel lives in Jakarta, Rowan lives in Warsaw and Sebastian lives in Beijing.	The capital of Jake's country is [MASK].	Santiago	Jakarta	Warsaw	Beijing
Jack lives in Chile, John lives in Jakarta, Sebastian lives in Warsaw and Daniel lives in Helsinki.	The capital of Jack's country is [MASK].	Santiago	Jakarta	Warsaw	Helsinki
Jack has a sister and now lives in Chile, John lives in Jakarta, Sebastian lives in Warsaw and Daniel lives in Helsinki.	The capital of Jack's country is [MASK].	Santiago	Jakarta	Warsaw	Helsinki
Jack has a sister, played basketball and now lives in Chile, John lives in Jakarta, Sebastian lives in Warsaw and Daniel lives in Helsinki.	The capital of Jack's country is [MASK].	Santiago	Jakarta	Warsaw	Helsinki
Jack has a sister, played basketball, sang in a choir and now lives in Chile, John lives in Jakarta, Sebastian lives in Warsaw and Daniel lives in Helsinki.	The capital of Jack's country is [MASK].	Santiago	Jakarta	Warsaw	Helsinki
Rowan lives in Chile, Daniel lives in Jakarta, Joe lives in Warsaw and Sebastian lives in Paris.	The capital of Rowan's country is [MASK].	Santiago	Jakarta	Warsaw	Paris
Rowan has a sister and now lives in Chile, Daniel lives in Jakarta, Joe lives in Warsaw and Sebastian lives in Paris.	The capital of Rowan's country is [MASK].	Santiago	Jakarta	Warsaw	Paris
Rowan has a sister, played basketball and now lives in Chile, Daniel lives in Jakarta, Joe lives in Warsaw and Sebastian lives in Paris.	The capital of Rowan's country is [MASK].	Santiago	Jakarta	Warsaw	Paris
Rowan has a sister, played basketball, sang in a choir and now lives in Chile, Daniel lives in Jakarta, Joe lives in Warsaw and Sebastian lives in Paris.	The capital of Rowan's country is [MASK].	Santiago	Jakarta	Warsaw	Paris
Jack lives in Chile, Daniel lives in Warsaw, Joe lives in Beijing and John lives in Helsinki.	The capital of Jack's country is [MASK].	Santiago	Warsaw	Beijing	Helsinki
Jack has a sister and now lives in Chile, Daniel lives in Warsaw, Joe lives in Beijing and John lives in Helsinki.	The capital of Jack's country is [MASK].	Santiago	Warsaw	Beijing	Helsinki
Jack has a sister, played basketball and now lives in Chile, Daniel lives in Warsaw, Joe lives in Beijing and John lives in Helsinki.	The capital of Jack's country is [MASK].	Santiago	Warsaw	Beijing	Helsinki
Jack has a sister, played basketball, sang in a choir and now lives in Chile, Daniel lives in Warsaw, Joe lives in Beijing and John lives in Helsinki.	The capital of Jack's country is [MASK].	Santiago	Warsaw	Beijing	Helsinki
Jack lives in Chile, Rowan lives in Warsaw, Daniel lives in Beijing and John lives in Paris.	The capital of Jack's country is [MASK].	Santiago	Warsaw	Beijing	Paris
Jack has a sister and now lives in Chile, Rowan lives in Warsaw, Daniel lives in Beijing and John lives in Paris.	The capital of Jack's country is [MASK].	Santiago	Warsaw	Beijing	Paris
Jack has a sister, played basketball and now lives in Chile, Rowan lives in Warsaw, Daniel lives in Beijing and John lives in Paris.	The capital of Jack's country is [MASK].	Santiago	Warsaw	Beijing	Paris
Jack has a sister, played basketball, sang in a choir and now lives in Chile, Rowan lives in Warsaw, Daniel lives in Beijing and John lives in Paris.	The capital of Jack's country is [MASK].	Santiago	Warsaw	Beijing	Paris
Jack lives in Chile, Jake lives in Warsaw, Rowan lives in Beijing and Joe lives in Jakarta.	The capital of Jack's country is [MASK].	Santiago	Warsaw	Beijing	Jakarta
Jack has a sister and now lives in Chile, Jake lives in Warsaw, Rowan lives in Beijing and Joe lives in Jakarta.	The capital of Jack's country is [MASK].	Santiago	Warsaw	Beijing	Jakarta
Jack has a sister, played basketball and now lives in Chile, Jake lives in Warsaw, Rowan lives in Beijing and Joe lives in Jakarta.	The capital of Jack's country is [MASK].	Santiago	Warsaw	Beijing	Jakarta
Jack has a sister, played basketball, sang in a choir and now lives in Chile, Jake lives in Warsaw, Rowan lives in Beijing and Joe lives in Jakarta.	The capital of Jack's country is [MASK].	Santiago	Warsaw	Beijing	Jakarta
Jack lives in Chile, Joe lives in Warsaw, Sebastian lives in Helsinki and John lives in Beijing.	The capital of Jack's country is [MASK].	Santiago	Warsaw	Helsinki	Beijing
Jack has a sister and now lives in Chile, Joe lives in Warsaw, Sebastian lives in Helsinki and John lives in Beijing.	The capital of Jack's country is [MASK].	Santiago	Warsaw	Helsinki	Beijing
Jack has a sister, played basketball and now lives in Chile, Joe lives in Warsaw, Sebastian lives in Helsinki and John lives in Beijing.	The capital of Jack's country is [MASK].	Santiago	Warsaw	Helsinki	Beijing
Jack has a sister, played basketball, sang in a choir and now lives in Chile, Joe lives in Warsaw, Sebastian lives in Helsinki and John lives in Beijing.	The capital of Jack's country is [MASK].	Santiago	Warsaw	Helsinki	Beijing
John lives in Chile, Daniel lives in Warsaw, Rowan lives in Helsinki and Jake lives in Paris.	The capital of John's country is [MASK].	Santiago	Warsaw	Helsinki	Paris
John has a sister and now lives in Chile, Daniel lives in Warsaw, Rowan lives in Helsinki and Jake lives in Paris.	The capital of John's country is [MASK].	Santiago	Warsaw	Helsinki	Paris
John has a sister, played basketball and now lives in Chile, Daniel lives in Warsaw, Rowan lives in Helsinki and Jake lives in Paris.	The capital of John's country is [MASK].	Santiago	Warsaw	Helsinki	Paris
John has a sister, played basketball, sang in a choir and now lives in Chile, Daniel lives in Warsaw, Rowan lives in Helsinki and Jake lives in Paris.	The capital of John's country is [MASK].	Santiago	Warsaw	Helsinki	Paris
Jack lives in Chile, Jake lives in Warsaw, Joe lives in Helsinki and John lives in Jakarta.	The capital of Jack's country is [MASK].	Santiago	Warsaw	Helsinki	Jakarta
Jack has a sister and now lives in Chile, Jake lives in Warsaw, Joe lives in Helsinki and John lives in Jakarta.	The capital of Jack's country is [MASK].	Santiago	Warsaw	Helsinki	Jakarta
Jack has a sister, played basketball and now lives in Chile, Jake lives in Warsaw, Joe lives in Helsinki and John lives in Jakarta.	The capital of Jack's country is [MASK].	Santiago	Warsaw	Helsinki	Jakarta
Jack has a sister, played basketball, sang in a choir and now lives in Chile, Jake lives in Warsaw, Joe lives in Helsinki and John lives in Jakarta.	The capital of Jack's country is [MASK].	Santiago	Warsaw	Helsinki	Jakarta
Jack lives in Chile, Sebastian lives in Warsaw, John lives in Paris and Joe lives in Beijing.	The capital of Jack's country is [MASK].	Santiago	Warsaw	Paris	Beijing
Jack has a sister and now lives in Chile, Sebastian lives in Warsaw, John lives in Paris and Joe lives in Beijing.	The capital of Jack's country is [MASK].	Santiago	Warsaw	Paris	Beijing
Jack has a sister, played basketball and now lives in Chile, Sebastian lives in Warsaw, John lives in Paris and Joe lives in Beijing.	The capital of Jack's country is [MASK].	Santiago	Warsaw	Paris	Beijing
Jack has a sister, played basketball, sang in a choir and now lives in Chile, Sebastian lives in Warsaw, John lives in Paris and Joe lives in Beijing.	The capital of Jack's country is [MASK].	Santiago	Warsaw	Paris	Beijing
Rowan lives in Chile, John lives in Warsaw, Daniel lives in Paris and Jack lives in Helsinki.	The capital of Rowan's country is [MASK].	Santiago	Warsaw	Paris	Helsinki
Rowan has a sister and now lives in Chile, John lives in Warsaw, Daniel lives in Paris and Jack lives in Helsinki.	The capital of Rowan's country is [MASK].	Santiago	Warsaw	Paris	Helsinki
Rowan has a sister, played basketball and now lives in Chile, John lives in Warsaw, Daniel lives in Paris and Jack lives in Helsinki.	The capital of Rowan's country is [MASK].	Santiago	Warsaw	Paris	Helsinki
Rowan has a sister, played basketball, sang in a choir and now lives in Chile, John lives in Warsaw, Daniel lives in Paris and Jack lives in Helsinki.	The capital of Rowan's country is [MASK].	Santiago	Warsaw	Paris	Helsinki
Daniel lives in Chile, Rowan lives in Warsaw, Jack lives in Paris and Sebastian lives in Jakarta.	The capital of Daniel's country is [MASK].	Santiago	Warsaw	Paris	Jakarta
