context	ending	target_occupation	attractor_1	attractor_2	attractor_3	attractor_4
Daniel has a sister, played basketball and now lives in Chile, John lives in Helsinki, Jake lives in Paris, Joe lives in Beijing and Jack lives in Warsaw.	The capital of Daniel's country is [MASK].	Santiago	Helsinki	Paris	Beijing	Warsaw
Daniel has a sister, played basketball, sang in a choir and now lives in Chile, John lives in Helsinki, Jake lives in Paris, Joe lives in Beijing and Jack lives in Warsaw.	The capital of Daniel's country is [MASK].	Santiago	Helsinki	Paris	Beijing	Warsaw
Jack lives in Chile, Rowan lives in Helsinki, Sebastian lives in Paris, Joe lives in Jakarta and Jake lives in Beijing.	The capital of Jack's country is [MASK].	Santiago	Helsinki	Paris	Jakarta	Beijing
Jack has a sister and now lives in Chile, Rowan lives in Helsinki, Sebastian lives in Paris, Joe lives in Jakarta and Jake lives in Beijing.	The capital of Jack's country is [MASK].	Santiago	Helsinki	Paris	Jakarta	Beijing
Jack has a sister, played basketball and now lives in Chile, Rowan lives in Helsinki, Sebastian lives in Paris, Joe lives in Jakarta and Jake lives in Beijing.	The capital of Jack's country is [MASK].	Santiago	Helsinki	Paris	Jakarta	Beijing
Jack has a sister, played basketball, sang in a choir and now lives in Chile, Rowan lives in Helsinki, Sebastian lives in Paris, Joe lives in Jakarta and Jake lives in Beijing.	The capital of Jack's country is [MASK].	Santiago	Helsinki	Paris	Jakarta	Beijing
Rowan lives in Chile, Jake lives in Helsinki, Jack lives in Paris, Daniel lives in Jakarta and John lives in Warsaw.	The capital of Rowan's country is [MASK].	Santiago	Helsinki	Paris	Jakarta	Warsaw
Rowan has a sister and now lives in Chile, Jake lives in Helsinki, Jack lives in Paris, Daniel lives in Jakarta and John lives in Warsaw.	The capital of Rowan's country is [MASK].	Santiago	Helsinki	Paris	Jakarta	Warsaw
Rowan has a sister, played basketball and now lives in Chile, Jake lives in Helsinki, Jack lives in Paris, Daniel lives in Jakarta and John lives in Warsaw.	The capital of Rowan's country is [MASK].	Santiago	Helsinki	Paris	Jakarta	Warsaw
Rowan has a sister, played basketball, sang in a choir and now lives in Chile, Jake lives in Helsinki, Jack lives in Paris, Daniel lives in Jakarta and John lives in Warsaw.	The capital of Rowan's country is [MASK].	Santiago	Helsinki	Paris	Jakarta	Warsaw
Rowan lives in Chile, Sebastian lives in Helsinki, Joe lives in Paris, John lives in Warsaw and Jack lives in Beijing.	The capital of Rowan's country is [MASK].	Santiago	Helsinki	Paris	Warsaw	Beijing
Rowan has a sister and now lives in Chile, Sebastian lives in Helsinki, Joe lives in Paris, John lives in Warsaw and Jack lives in Beijing.	The capital of Rowan's country is [MASK].	Santiago	Helsinki	Paris	Warsaw	Beijing
Rowan has a sister, played basketball and now lives in Chile, Sebastian lives in Helsinki, Joe lives in Paris, John lives in Warsaw and Jack lives in Beijing.	The capital of Rowan's country is [MASK].	Santiago	Helsinki	Paris	Warsaw	Beijing
Rowan has a sister, played basketball, sang in a choir and now lives in Chile, Sebastian lives in Helsinki, Joe lives in Paris, John lives in Warsaw and Jack lives in Beijing.	The capital of Rowan's country is [MASK].	Santiago	Helsinki	Paris	Warsaw	Beijing
Joe lives in Chile, Daniel lives in Helsinki, Jack lives in Paris, Jake lives in Warsaw and Rowan lives in Jakarta.	The capital of Joe's country is [MASK].	Santiago	Helsinki	Paris	Warsaw	Jakarta
Joe has a sister and now lives in Chile, Daniel lives in Helsinki, Jack lives in Paris, Jake lives in Warsaw and Rowan lives in Jakarta.	The capital of Joe's country is [MASK].	Santiago	Helsinki	Paris	Warsaw	Jakarta
Joe has a sister, played basketball and now lives in Chile, Daniel lives in Helsinki, Jack lives in Paris, Jake lives in Warsaw and Rowan lives in Jakarta.	The capital of Joe's country is [MASK].	Santiago	Helsinki	Paris	Warsaw	Jakarta
Joe has a sister, played basketball, sang in a choir and now lives in Chile, Daniel lives in Helsinki, Jack lives in Paris, Jake lives in Warsaw and Rowan lives in Jakarta.	The capital of Joe's country is [MASK].	Santiago	Helsinki	Paris	Warsaw	Jakarta
Sebastian lives in Chile, Rowan lives in Helsinki, Joe lives in Jakarta, Jake lives in Beijing and Jack lives in Paris.	The capital of Sebastian's country is [MASK].	Santiago	Helsinki	Jakarta	Beijing	Paris
Sebastian has a sister and now lives in Chile, Rowan lives in Helsinki, Joe lives in Jakarta, Jake lives in Beijing and Jack lives in Paris.	The capital of Sebastian's country is [MASK].	Santiago	Helsinki	Jakarta	Beijing	Paris
Sebastian has a sister, played basketball and now lives in Chile, Rowan lives in Helsinki, Joe lives in Jakarta, Jake lives in Beijing and Jack lives in Paris.	The capital of Sebastian's country is [MASK].	Santiago	Helsinki	Jakarta	Beijing	Paris
Sebastian has a sister, played basketball, sang in a choir and now lives in Chile, Rowan lives in Helsinki, Joe lives in Jakarta, Jake lives in Beijing and Jack lives in Paris.	The capital of Sebastian's country is [MASK].	Santiago	Helsinki	Jakarta	Beijing	Paris
Rowan lives in Chile, Joe lives in Helsinki, Daniel lives in Jakarta, John lives in Beijing and Sebastian lives in Warsaw.	The capital of Rowan's country is [MASK].	Santiago	Helsinki	Jakarta	Beijing	Warsaw
Rowan has a sister and now lives in Chile, Joe lives in Helsinki, Daniel lives in Jakarta, John lives in Beijing and Sebastian lives in Warsaw.	The capital of Rowan's country is [MASK].	Santiago	Helsinki	Jakarta	Beijing	Warsaw
Rowan has a sister, played basketball and now lives in Chile, Joe lives in Helsinki, Daniel lives in Jakarta, John lives in Beijing and Sebastian lives in Warsaw.	The capital of Rowan's country is [MASK].	Santiago	Helsinki	Jakarta	Beijing	Warsaw
Rowan has a sister, played basketball, sang in a choir and now lives in Chile, Joe lives in Helsinki, Daniel lives in Jakarta, John lives in Beijing and Sebastian lives in Warsaw.	The capital of Rowan's country is [MASK].	Santiago	Helsinki	Jakarta	Beijing	Warsaw
Sebastian lives in Chile, Jake lives in Helsinki, Jack lives in Jakarta, John lives in Paris and Rowan lives in Beijing.	The capital of Sebastian's country is [MASK].	Santiago	Helsinki	Jakarta	Paris	Beijing
Sebastian has a sister and now lives in Chile, Jake lives in Helsinki, Jack lives in Jakarta, John lives in Paris and Rowan lives in Beijing.	The capital of Sebastian's country is [MASK].	Santiago	Helsinki	Jakarta	Paris	Beijing
Sebastian has a sister, played basketball and now lives in Chile, Jake lives in Helsinki, Jack lives in Jakarta, John lives in Paris and Rowan lives in Beijing.	The capital of Sebastian's country is [MASK].	Santiago	Helsinki	Jakarta	Paris	Beijing
Sebastian has a sister, played basketball, sang in a choir and now lives in Chile, Jake lives in Helsinki, Jack lives in Jakarta, John lives in Paris and Rowan lives in Beijing.	The capital of Sebastian's country is [MASK].	Santiago	Helsinki	Jakarta	Paris	Beijing
Sebastian lives in Chile, John lives in Helsinki, Jake lives in Jakarta, Jack lives in Paris and Joe lives in Warsaw.	The capital of Sebastian's country is [MASK].	Santiago	Helsinki	Jakarta	Paris	Warsaw
Sebastian has a sister and now lives in Chile, John lives in Helsinki, Jake lives in Jakarta, Jack lives in Paris and Joe lives in Warsaw.	The capital of Sebastian's country is [MASK].	Santiago	Helsinki	Jakarta	Paris	Warsaw
Sebastian has a sister, played basketball and now lives in Chile, John lives in Helsinki, Jake lives in Jakarta, Jack lives in Paris and Joe lives in Warsaw.	The capital of Sebastian's country is [MASK].	Santiago	Helsinki	Jakarta	Paris	Warsaw
Sebastian has a sister, played basketball, sang in a choir and now lives in Chile, John lives in Helsinki, Jake lives in Jakarta, Jack lives in Paris and Joe lives in Warsaw.	The capital of Sebastian's country is [MASK].	Santiago	Helsinki	Jakarta	Paris	Warsaw
Joe lives in Chile, John lives in Helsinki, Daniel lives in Jakarta, Rowan lives in Warsaw and Jack lives in Beijing.	The capital of Joe's country is [MASK].	Santiago	Helsinki	Jakarta	Warsaw	Beijing
Joe has a sister and now lives in Chile, John lives in Helsinki, Daniel lives in Jakarta, Rowan lives in Warsaw and Jack lives in Beijing.	The capital of Joe's country is [MASK].	Santiago	Helsinki	Jakarta	Warsaw	Beijing
Joe has a sister, played basketball and now lives in Chile, John lives in Helsinki, Daniel lives in Jakarta, Rowan lives in Warsaw and Jack lives in Beijing.	The capital of Joe's country is [MASK].	Santiago	Helsinki	Jakarta	Warsaw	Beijing
Joe has a sister, played basketball, sang in a choir and now lives in Chile, John lives in Helsinki, Daniel lives in Jakarta, Rowan lives in Warsaw and Jack lives in Beijing.	The capital of Joe's country is [MASK].	Santiago	Helsinki	Jakarta	Warsaw	Beijing
Joe lives in Chile, Daniel lives in Helsinki, Rowan lives in Jakarta, John lives in Warsaw and Jake lives in Paris.	The capital of Joe's country is [MASK].	Santiago	Helsinki	Jakarta	Warsaw	Paris
Joe has a sister and now lives in Chile, Daniel lives in Helsinki, Rowan lives in Jakarta, John lives in Warsaw and Jake lives in Paris.	The capital of Joe's country is [MASK].	Santiago	Helsinki	Jakarta	Warsaw	Paris
Joe has a sister, played basketball and now lives in Chile, Daniel lives in Helsinki, Rowan lives in Jakarta, John lives in Warsaw and Jake lives in Paris.	The capital of Joe's country is [MASK].	Santiago	Helsinki	Jakarta	Warsaw	Paris
Joe has a sister, played basketball, sang in a choir and now lives in Chile, Daniel lives in Helsinki, Rowan lives in Jakarta, John lives in Warsaw and Jake lives in Paris.	The capital of Joe's country is [MASK].	Santiago	Helsinki	Jakarta	Warsaw	Paris
Daniel lives in Chile, Sebastian lives in Helsinki, Joe lives in Warsaw, John lives in Beijing and Jack lives in Paris.	The capital of Daniel's country is [MASK].	Santiago	Helsinki	Warsaw	Beijing	Paris
Daniel has a sister and now lives in Chile, Sebastian lives in Helsinki, Joe lives in Warsaw, John lives in Beijing and Jack lives in Paris.	The capital of Daniel's country is [MASK].	Santiago	Helsinki	Warsaw	Beijing	Paris
Daniel has a sister, played basketball and now lives in Chile, Sebastian lives in Helsinki, Joe lives in Warsaw, John lives in Beijing and Jack lives in Paris.	The capital of Daniel's country is [MASK].	Santiago	Helsinki	Warsaw	Beijing	Paris
Daniel has a sister, played basketball, sang in a choir and now lives in Chile, Sebastian lives in Helsinki, Joe lives in Warsaw, John lives in Beijing and Jack lives in Paris.	The capital of Daniel's country is [MASK].	Santiago	Helsinki	Warsaw	Beijing	Paris
Jake lives in Chile, Sebastian lives in Helsinki, Jack lives in Warsaw, Rowan lives in Beijing and Daniel lives in Jakarta.	The capital of Jake's country is [MASK].	Santiago	Helsinki	Warsaw	Beijing	Jakarta
Jake has a sister and now lives in Chile, Sebastian lives in Helsinki, Jack lives in Warsaw, Rowan lives in Beijing and Daniel lives in Jakarta.	The capital of Jake's country is [MASK].	Santiago	Helsinki	Warsaw	Beijing	Jakarta
Jake has a sister, played basketball and now lives in Chile, Sebastian lives in Helsinki, Jack lives in Warsaw, Rowan lives in Beijing and Daniel lives in Jakarta.	The capital of Jake's country is [MASK].	Santiago	Helsinki	Warsaw	Beijing	Jakarta
Jake has a sister, played basketball, sang in a choir and now lives in Chile, Sebastian lives in Helsinki, Jack lives in Warsaw, Rowan lives in Beijing and Daniel lives in Jakarta.	The capital of Jake's country is [MASK].	Santiago	Helsinki	Warsaw	Beijing	Jakarta
Jack lives in Chile, John lives in Helsinki, Joe lives in Warsaw, Rowan lives in Paris and Daniel lives in Beijing.	The capital of Jack's country is [MASK].	Santiago	Helsinki	Warsaw	Paris	Beijing
Jack has a sister and now lives in Chile, John lives in Helsinki, Joe lives in Warsaw, Rowan lives in Paris and Daniel lives in Beijing.	The capital of Jack's country is [MASK].	Santiago	Helsinki	Warsaw	Paris	Beijing
Jack has a sister, played basketball and now lives in Chile, John lives in Helsinki, Joe lives in Warsaw, Rowan lives in Paris and Daniel lives in Beijing.	The capital of Jack's country is [MASK].	Santiago	Helsinki	Warsaw	Paris	Beijing
Jack has a sister, played basketball, sang in a choir and now lives in Chile, John lives in Helsinki, Joe lives in Warsaw, Rowan lives in Paris and Daniel lives in Beijing.	The capital of Jack's country is [MASK].	Santiago	Helsinki	Warsaw	Paris	Beijing
Joe lives in Chile, John lives in Helsinki, Sebastian lives in Warsaw, Rowan lives in Paris and Jack lives in Jakarta.	The capital of Joe's country is [MASK].	Santiago	Helsinki	Warsaw	Paris	Jakarta
Joe has a sister and now lives in Chile, John lives in Helsinki, Sebastian lives in Warsaw, Rowan lives in Paris and Jack lives in Jakarta.	The capital of Joe's country is [MASK].	Santiago	Helsinki	Warsaw	Paris	Jakarta
Joe has a sister, played basketball and now lives in Chile, John lives in Helsinki, Sebastian lives in Warsaw, Rowan lives in Paris and Jack lives in Jakarta.	The capital of Joe's country is [MASK].	Santiago	Helsinki	Warsaw	Paris	Jakarta
Joe has a sister, played basketball, sang in a choir and now lives in Chile, John lives in Helsinki, Sebastian lives in Warsaw, Rowan lives in Paris and Jack lives in Jakarta.	The capital of Joe's country is [MASK].	Santiago	Helsinki	Warsaw	Paris	Jakarta
John lives in Chile, Jake lives in Helsinki, Sebastian lives in Warsaw, Jack lives in Jakarta and Daniel lives in Beijing.	The capital of John's country is [MASK].	Santiago	Helsinki	Warsaw	Jakarta	Beijing
John has a sister and now lives in Chile, Jake lives in Helsinki, Sebastian lives in Warsaw, Jack lives in Jakarta and Daniel lives in Beijing.	The capital of John's country is [MASK].	Santiago	Helsinki	Warsaw	Jakarta	Beijing
John has a sister, played basketball and now lives in Chile, Jake lives in Helsinki, Sebastian lives in Warsaw, Jack lives in Jakarta and Daniel lives in Beijing.	The capital of John's country is [MASK].	Santiago	Helsinki	Warsaw	Jakarta	Beijing
John has a sister, played basketball, sang in a choir and now lives in Chile, Jake lives in Helsinki, Sebastian lives in Warsaw, Jack lives in Jakarta and Daniel lives in Beijing.	The capital of John's country is [MASK].	Santiago	Helsinki	Warsaw	Jakarta	Beijing
John lives in Chile, Rowan lives in Helsinki, Joe lives in Warsaw, Sebastian lives in Jakarta and Jake lives in Paris.	The capital of John's country is [MASK].	Santiago	Helsinki	Warsaw	Jakarta	Paris
John has a sister and now lives in Chile, Rowan lives in Helsinki, Joe lives in Warsaw, Sebastian lives in Jakarta and Jake lives in Paris.	The capital of John's country is [MASK].	Santiago	Helsinki	Warsaw	Jakarta	Paris
John has a sister, played basketball and now lives in Chile, Rowan lives in Helsinki, Joe lives in Warsaw, Sebastian lives in Jakarta and Jake lives in Paris.	The capital of John's country is [MASK].	Santiago	Helsinki	Warsaw	Jakarta	Paris
John has a sister, played basketball, sang in a choir and now lives in Chile, Rowan lives in Helsinki, Joe lives in Warsaw, Sebastian lives in Jakarta and Jake lives in Paris.	The capital of John's country is [MASK].	Santiago	Helsinki	Warsaw	Jakarta	Paris
Jack lives in Chile, John lives in Paris, Sebastian lives in Beijing, Rowan lives in Helsinki and Daniel lives in Jakarta.	The capital of Jack's country is [MASK].	Santiago	Paris	Beijing	Helsinki	Jakarta
Jack has a sister and now lives in Chile, John lives in Paris, Sebastian lives in Beijing, Rowan lives in Helsinki and Daniel lives in Jakarta.	The capital of Jack's country is [MASK].	Santiago	Paris	Beijing	Helsinki	Jakarta
